DATE,COUNTY,TEST_POS,TEST_NEG,DEATHS_TOT
4/8/20,Hancock,0,14,0
4/8/20,Hardeman,6,107,0
4/8/20,Hardin,2,184,0
4/8/20,Hawkins,18,127,1
4/8/20,Haywood,7,68,0
4/8/20,Henderson,2,131,0
4/8/20,Henry,6,134,0
4/8/20,Hickman,2,93,0
4/8/20,Houston,2,89,0
4/8/20,Humphreys,4,73,0
4/8/20,Jackson,4,78,0
4/8/20,Jefferson,12,148,0
4/8/20,Johnson,2,17,0
4/8/20,Knox,148,1698,3
4/8/20,Lake,0,22,0
4/8/20,Lauderdale,6,83,0
4/8/20,Lawrence,10,227,0
4/8/20,Lewis,2,26,0
4/8/20,Lincoln,7,73,0
4/8/20,Loudon,15,188,0
4/8/20,Macon,16,195,1
4/8/20,Madison,43,484,0
4/8/20,Marion,21,81,1
4/8/20,Marshall,9,155,0
4/8/20,Maury,29,549,0
4/8/20,McMinn,3,261,0
4/8/20,McNairy,7,92,0
4/8/20,Meigs,3,62,0
4/8/20,Monroe,6,162,0
4/8/20,Montgomery,72,956,2
4/8/20,Moore,0,25,0
4/8/20,Morgan,5,57,0
4/8/20,Non-Tennessee Resident,282,9754,0
4/8/20,Obion,4,97,1
4/8/20,Overton,5,184,0
4/8/20,Pending,31,8244,0
4/8/20,Perry,3,32,0
4/8/20,Pickett,0,22,0
4/8/20,Polk,3,31,0
4/8/20,Putnam,81,576,0
4/8/20,Rhea,0,151,0
4/8/20,Roane,5,222,0
4/8/20,Robertson,67,551,0
4/8/20,Rutherford,193,1706,3
4/8/20,Scott,5,84,0
4/8/20,Sequatchie,1,50,0
4/8/20,Sevier,19,409,0
4/8/20,Shelby,912,4116,17
4/8/20,Smith,3,147,0
4/8/20,Stewart,2,82,0
4/8/20,Sullivan,27,299,1
4/8/20,Sumner,376,1413,18
4/8/20,Tipton,38,329,0
4/8/20,Trousdale,14,61,1
4/8/20,Unicoi,1,41,0
4/8/20,Union,2,43,0
4/8/20,Van Buren,0,32,0
4/8/20,Warren,2,159,0
4/8/20,Washington,30,424,0
4/8/20,Wayne,2,59,0
4/8/20,Weakley,5,121,0
4/8/20,White,2,160,0
4/8/20,Williamson,287,2134,3
4/8/20,Wilson,117,1168,0
4/9/20,Anderson,11,307,1
4/9/20,Bedford,14,195,0
4/9/20,Benton,4,71,0
4/9/20,Bledsoe,3,36,0
4/9/20,Blount,44,394,3
4/9/20,Bradley,28,286,0
4/9/20,Campbell,9,106,0
4/9/20,Cannon,7,97,0
4/9/20,Carroll,10,164,0
4/9/20,Carter,3,115,0
4/9/20,Cheatham,15,364,0
4/9/20,Chester,6,95,0
4/9/20,Claiborne,2,79,0
4/9/20,Clay,2,103,0
4/9/20,Cocke,3,81,0
4/9/20,Coffee,10,247,0
4/9/20,Crockett,0,56,0
4/9/20,Cumberland,34,583,0
4/9/20,Davidson,1004,6812,13
4/9/20,Decatur,1,60,0
4/9/20,DeKalb,7,167,0
4/9/20,Dickson,28,252,0
4/9/20,Dyer,14,177,0
4/9/20,Fayette,25,253,0
4/9/20,Fentress,2,98,0
4/9/20,Franklin,17,153,1
4/9/20,Gibson,16,260,0
4/9/20,Giles,3,120,0
4/9/20,Grainger,3,61,0
4/9/20,Greene,22,138,1
4/9/20,Grundy,17,82,0
4/9/20,Hamblen,4,181,1
4/9/20,Hamilton,98,1087,10
4/9/20,Hancock,0,15,0
4/9/20,Hardeman,6,111,0
4/9/20,Hardin,2,195,0
4/9/20,Hawkins,21,137,1
4/9/20,Haywood,9,79,1
4/9/20,Henderson,2,143,0
4/9/20,Henry,6,143,0
4/9/20,Hickman,2,97,0
4/9/20,Houston,2,94,0
4/9/20,Humphreys,4,75,0
4/9/20,Jackson,5,85,0
4/9/20,Jefferson,12,155,0
4/9/20,Johnson,2,18,0
4/9/20,Knox,157,1764,3
4/9/20,Lake,0,23,0
4/9/20,Lauderdale,7,96,0
4/9/20,Lawrence,11,231,0
4/9/20,Lewis,2,26,0
4/9/20,Lincoln,7,80,0
4/9/20,Loudon,15,200,0
4/9/20,Macon,18,258,1
4/9/20,Madison,47,506,0
4/9/20,Marion,22,86,1
4/9/20,Marshall,9,163,1
4/9/20,Maury,31,560,0
4/9/20,McMinn,3,268,0
4/9/20,McNairy,9,96,0
4/9/20,Meigs,3,62,0
4/9/20,Monroe,7,172,0
4/9/20,Montgomery,79,1025,2
4/9/20,Moore,0,28,0
4/9/20,Morgan,5,64,0
4/9/20,Non-Tennessee Resident,275,10506,1
4/9/20,Obion,4,101,1
4/9/20,Overton,5,200,0
4/9/20,Pending,38,8394,0
4/9/20,Perry,3,33,0
4/9/20,Pickett,0,22,0
4/9/20,Polk,3,34,0
4/9/20,Putnam,82,595,0
4/9/20,Rhea,0,151,0
4/9/20,Roane,5,229,0
4/9/20,Robertson,70,591,0
4/9/20,Rutherford,203,1758,6
4/9/20,Scott,5,86,0
4/9/20,Sequatchie,1,51,0
4/9/20,Sevier,21,422,0
4/9/20,Shelby,1006,4727,20
4/9/20,Smith,5,155,0
4/9/20,Stewart,2,83,0
4/9/20,Sullivan,34,307,1
4/9/20,Sumner,389,1484,20
4/9/20,Tipton,39,370,0
4/9/20,Trousdale,14,65,1
4/9/20,Unicoi,2,42,0
4/9/20,Union,1,45,0
4/9/20,Van Buren,0,32,0
4/9/20,Warren,3,186,0
4/9/20,Washington,32,432,0
4/9/20,Wayne,2,60,0
4/9/20,Weakley,5,122,0
4/9/20,White,3,161,0
4/9/20,Williamson,288,2210,3
4/9/20,Wilson,123,1226,1
4/10/20,Anderson,11,330,1
4/10/20,Bedford,15,217,1
4/10/20,Benton,4,74,0
4/10/20,Bledsoe,3,38,0
4/10/20,Blount,45,436,3
4/10/20,Bradley,31,316,0
4/10/20,Campbell,10,120,0
4/10/20,Cannon,7,108,0
4/10/20,Carroll,10,187,0
4/10/20,Carter,3,119,0
4/10/20,Cheatham,17,392,0
4/10/20,Chester,6,106,0
4/10/20,Claiborne,3,92,0
4/10/20,Clay,2,115,0
4/10/20,Cocke,3,86,0
4/10/20,Coffee,10,270,0
4/10/20,Crockett,0,65,0
4/10/20,Cumberland,39,640,0
4/10/20,Davidson,1048,7061,13
4/10/20,Decatur,1,64,0
4/10/20,DeKalb,8,196,0
4/10/20,Dickson,29,272,0
4/10/20,Dyer,15,192,0
4/10/20,Fayette,28,261,0
4/10/20,Fentress,2,105,0
4/10/20,Franklin,17,164,1
4/10/20,Gibson,18,273,0
4/10/20,Giles,3,127,0
4/10/20,Grainger,4,66,0
4/10/20,Greene,25,163,1
4/10/20,Grundy,19,85,0
4/10/20,Hamblen,4,187,1
4/10/20,Hamilton,102,1142,10
4/10/20,Hancock,0,15,0
4/10/20,Hardeman,7,113,0
4/10/20,Hardin,2,206,0
4/10/20,Hawkins,22,140,1
4/10/20,Haywood,13,86,1
4/10/20,Henderson,2,155,0
4/10/20,Henry,6,147,0
4/10/20,Hickman,2,99,0
4/10/20,Houston,3,99,0
4/10/20,Humphreys,4,79,0
4/10/20,Jackson,5,88,0
4/10/20,Jefferson,13,165,0
4/10/20,Johnson,2,22,0
4/10/20,Knox,164,1927,3
4/10/20,Lake,0,23,0
4/10/20,Lauderdale,8,107,0
4/10/20,Lawrence,12,244,0
4/10/20,Lewis,2,27,0
4/10/20,Lincoln,8,85,0
4/10/20,Loudon,16,213,0
4/10/20,Macon,19,264,2
4/10/20,Madison,56,557,0
4/10/20,Marion,22,95,1
4/10/20,Marshall,9,168,1
4/10/20,Maury,32,575,0
4/10/20,McMinn,4,288,0
4/10/20,McNairy,9,102,0
4/10/20,Meigs,3,66,0
4/10/20,Monroe,8,187,0
4/10/20,Montgomery,84,1053,2
4/10/20,Moore,0,30,0
4/10/20,Morgan,5,73,0
4/10/20,Non-Tennessee Resident,110,,1
4/10/20,Obion,5,106,1
4/10/20,Overton,5,216,0
4/10/20,Pending,22,8564,0
4/10/20,Perry,3,33,0
4/10/20,Pickett,0,26,0
4/10/20,Polk,5,39,0
4/10/20,Putnam,84,631,0
4/10/20,Rhea,0,158,0
4/10/20,Roane,5,245,0
4/10/20,Robertson,73,626,0
4/10/20,Rutherford,222,1851,6
4/10/20,Scott,8,90,0
4/10/20,Sequatchie,1,57,0
4/10/20,Sevier,21,442,0
4/10/20,Shelby,1083,4965,20
4/10/20,Smith,5,161,0
4/10/20,Stewart,3,85,0
4/10/20,Sullivan,35,309,1
4/10/20,Sumner,413,1565,21
4/10/20,Tipton,43,393,0
4/10/20,Trousdale,14,70,1
4/10/20,Unicoi,1,45,0
4/10/20,Union,3,48,0
4/10/20,Van Buren,0,35,0
4/10/20,Warren,3,195,0
4/10/20,Washington,37,445,0
4/10/20,Wayne,2,69,0
4/10/20,Weakley,5,130,0
4/10/20,White,3,180,0
4/10/20,Williamson,299,2269,4
4/10/20,Wilson,129,1270,1
4/11/20,Anderson,12,378,1
4/11/20,Bedford,17,235,1
4/11/20,Benton,4,76,0
4/11/20,Bledsoe,3,43,0
4/11/20,Blount,46,476,3
4/11/20,Bradley,31,333,0
4/11/20,Campbell,10,124,0
4/11/20,Cannon,7,115,0
4/11/20,Carroll,10,196,0
4/11/20,Carter,3,131,0
4/11/20,Cheatham,17,406,0
4/11/20,Chester,6,111,0
4/11/20,Claiborne,3,100,0
4/11/20,Clay,2,121,0
4/11/20,Cocke,3,92,0
4/11/20,Coffee,11,279,0
4/11/20,Crockett,0,68,0
4/11/20,Cumberland,40,686,0
4/11/20,Davidson,1111,7390,13
4/11/20,Decatur,1,70,0
4/11/20,DeKalb,9,198,0
4/11/20,Dickson,30,278,0
4/11/20,Dyer,18,212,0
4/11/20,Fayette,30,286,0
4/11/20,Fentress,2,111,0
4/11/20,Franklin,22,183,1
4/11/20,Gibson,19,294,0
4/11/20,Giles,3,133,0
4/11/20,Grainger,4,73,0
4/11/20,Greene,26,188,1
4/11/20,Grundy,21,117,0
4/11/20,Hamblen,4,210,1
4/11/20,Hamilton,105,1213,10
4/11/20,Hancock,0,17,0
4/11/20,Hardeman,7,124,0
4/11/20,Hardin,2,222,0
4/11/20,Hawkins,22,157,2
4/11/20,Haywood,13,94,1
4/11/20,Henderson,2,167,0
4/11/20,Henry,6,154,0
4/11/20,Hickman,2,106,0
4/11/20,Houston,3,103,0
4/11/20,Humphreys,4,85,0
4/11/20,Jackson,5,108,0
4/11/20,Jefferson,14,179,0
4/11/20,Johnson,2,24,0
4/11/20,Knox,169,2129,4
4/11/20,Lake,0,24,0
4/11/20,Lauderdale,8,119,0
4/11/20,Lawrence,12,270,0
4/11/20,Lewis,2,32,0
4/11/20,Lincoln,8,88,0
4/11/20,Loudon,16,231,0
4/11/20,Macon,23,344,2
4/11/20,Madison,56,594,0
4/11/20,Marion,24,111,1
4/11/20,Marshall,9,176,1
4/11/20,Maury,32,599,0
4/11/20,McMinn,4,296,0
4/11/20,McNairy,9,107,0
4/11/20,Meigs,3,70,0
4/11/20,Monroe,8,201,0
4/11/20,Montgomery,88,1145,2
4/11/20,Moore,0,31,0
4/11/20,Morgan,5,81,0
4/11/20,Non-Tennessee Resident,276,11899,1
4/11/20,Obion,7,116,1
4/11/20,Overton,5,274,0
4/11/20,Pending,19,8817,0
4/11/20,Perry,3,35,0
4/11/20,Pickett,0,29,0
4/11/20,Polk,4,39,0
4/11/20,Putnam,85,687,0
4/11/20,Rhea,0,167,0
4/11/20,Roane,5,273,0
4/11/20,Robertson,81,669,0
4/11/20,Rutherford,235,1948,6
4/11/20,Scott,8,96,0
4/11/20,Sequatchie,1,62,0
4/11/20,Sevier,21,469,0
4/11/20,Shelby,1130,5339,20
4/11/20,Smith,7,173,0
4/11/20,Stewart,4,94,0
4/11/20,Sullivan,37,337,1
4/11/20,Sumner,435,1672,22
4/11/20,Tipton,44,424,0
4/11/20,Trousdale,17,85,1
4/11/20,Unicoi,1,47,0
4/11/20,Union,3,54,0
4/11/20,Van Buren,0,35,0
4/11/20,Warren,4,199,0
4/11/20,Washington,37,473,0
4/11/20,Wayne,2,72,0
4/11/20,Weakley,5,141,0
4/11/20,White,3,201,0
4/11/20,Williamson,312,2349,4
4/11/20,Wilson,135,1325,1
4/12/20,Anderson,12,402,1
4/12/20,Bedford,20,256,1
4/12/20,Benton,4,83,0
4/12/20,Bledsoe,3,357,0
4/12/20,Blount,46,484,3
4/12/20,Bradley,31,358,0
4/12/20,Campbell,10,132,0
4/12/20,Cannon,7,116,0
4/12/20,Carroll,11,208,0
4/12/20,Carter,3,148,0
4/12/20,Cheatham,18,420,0
4/12/20,Chester,6,121,0
4/12/20,Claiborne,5,100,0
4/12/20,Clay,2,127,0
4/12/20,Cocke,4,95,0
4/12/20,Coffee,11,306,0
4/12/20,Crockett,0,70,0
4/12/20,Cumberland,42,753,0
4/12/20,Davidson,1178,7593,13
4/12/20,Decatur,2,74,0
4/12/20,DeKalb,9,214,0
4/12/20,Dickson,30,282,0
4/12/20,Dyer,19,232,0
4/12/20,Fayette,32,322,0
4/12/20,Fentress,2,117,0
4/12/20,Franklin,22,211,1
4/12/20,Gibson,20,314,0
4/12/20,Giles,3,139,0
4/12/20,Grainger,4,80,0
4/12/20,Greene,26,213,1
4/12/20,Grundy,23,169,0
4/12/20,Hamblen,5,214,1
4/12/20,Hamilton,107,1247,10
4/12/20,Hancock,0,17,0
4/12/20,Hardeman,7,136,0
4/12/20,Hardin,2,232,0
4/12/20,Hawkins,23,193,2
4/12/20,Haywood,13,102,1
4/12/20,Henderson,2,181,0
4/12/20,Henry,6,163,0
4/12/20,Hickman,2,110,0
4/12/20,Houston,3,106,0
4/12/20,Humphreys,4,96,0
4/12/20,Jackson,5,113,0
4/12/20,Jefferson,15,190,0
4/12/20,Johnson,2,27,0
4/12/20,Knox,169,2196,4
4/12/20,Lake,0,32,0
4/12/20,Lauderdale,8,129,0
4/12/20,Lawrence,12,289,0
4/12/20,Lewis,2,32,0
4/12/20,Lincoln,8,91,0
4/12/20,Loudon,16,237,0
4/12/20,Macon,24,353,2
4/12/20,Madison,59,651,0
4/12/20,Marion,25,130,1
4/12/20,Marshall,9,184,1
4/12/20,Maury,32,617,0
4/12/20,McMinn,4,309,0
4/12/20,McNairy,9,111,0
4/12/20,Meigs,3,74,0
4/12/20,Monroe,8,211,0
4/12/20,Montgomery,97,1192,2
4/12/20,Moore,0,33,0
4/12/20,Morgan,5,87,0
4/12/20,Non-Tennessee Resident,239,12473,1
4/12/20,Obion,7,128,1
4/12/20,Overton,5,308,0
4/12/20,Pending,12,9088,0
4/12/20,Perry,4,36,0
4/12/20,Pickett,0,33,0
4/12/20,Polk,4,41,0
4/12/20,Putnam,87,737,0
4/12/20,Rhea,0,194,0
4/12/20,Roane,5,295,0
4/12/20,Robertson,84,708,0
4/12/20,Rutherford,243,2032,6
4/12/20,Scott,8,105,0
4/12/20,Sequatchie,1,81,0
4/12/20,Sevier,21,474,0
4/12/20,Shelby,1215,5967,20
4/12/20,Smith,10,183,0
4/12/20,Stewart,4,95,0
4/12/20,Sullivan,37,377,1
4/12/20,Sumner,445,1721,22
4/12/20,Tipton,49,464,0
4/12/20,Trousdale,20,90,1
4/12/20,Unicoi,1,53,0
4/12/20,Union,3,55,0
4/12/20,Van Buren,0,40,0
4/12/20,Warren,4,218,0
4/12/20,Washington,42,514,0
4/12/20,Wayne,2,78,0
4/12/20,Weakley,5,147,0
4/12/20,White,3,228,0
4/12/20,Williamson,318,2395,4
4/12/20,Wilson,139,1352,1
